tweet_id,full_text,sentiment
1587816186921844737,"@Freespeechc72 @Jim_Jordan @GOP @NRA You want to bait into an argument on whether women have rights to body autonomy, so you can insist abortion rights ""don't exist"" in the Constitution and Roe's reversal is not an ""loss of rights"".

It is as debatable as your insistence that gun reform = removing your 2A rights.",anti-gun
1587815891873546240,"But this is just one example. Republicans also want you to be afraid of renewable energy, the gay couple down the street, gun control, vaccinations, masks, immigrants, voting by mail, environmental law, some trans person, and the very concept of empathy",anti-gun
1587815879135436806,@GovDanMcKee We also passing unconstitutional gun laws and probably going to waste tax payers money for a stupid truck tolls appeal that you support from the get go but ri always vote for crooked democrats so you’ll be alright,pro-gun
1587815805911040000,"@bobforgovernor @GovNedLamont THIS may be your biggest lie yet, by far, because @GovNedLamont not only has enforced CT’s strict gun laws, he's also proposed even tougher ones to make CT even safer, w/ its already low crime rates, while you still have an “A” rating from the @NRA, Mr. Payday Loan Bonesaw MAGA.",pro-gun
1587815796880949250,When Pac and Big got killed it was like a world changing event for myself and what felt like the world. Nowadays rappers getting killed or dying young just feels normalized similar to mass shootings. It’s unreal. I just never imagined hip hop going in this direction 😢,neutral
1587815751523520513,@atrupar They’ve been saying for decades that they own weapons to kill politicians and that’s protected by the second amendment and now everyone’s surprised.,neutral
1587815638479036417,@TulsiGabbard Is it true that Russia has a very high stake in the NRA?,neutral
1587815636209930240,"Violence is not defensible. AT ALL

Gang Violence &amp; Mass Shootings/ gun violence are both a problem in America. 

This is bigger than a black vs white issue...",neutral
1587815594224750592,"Join us for a new #gunoftheweek today on RapidFire, a 2A talk show #LIVE Wednesdays at 4pm EST. 
Tune in today at https://t.co/QbAWkq8TUr

@rapidfireradio #capegunworks #rapidfire #rapidfireradio #tobyleary #guns #firearms #2ndamendment #pro2a https://t.co/AcMOXC4xJE",neutral
1587815534477074432,"Republicans' make professional magicians look like amateurs: First they flood the Country with guns, then complain about rising crime. They pay ""0"" attention to a pandemic, allow 1M Americans to die, strangle the ability to work, then complain the economy is in the shitter.",anti-gun
1587815515002572800,"@RealJamesWoods @libsoftiktok @JoyAnnReid
Jimmy, you left out the most important thing. How many deaths from shootings last year? (Hardly any AR-15's)
BLM???? Not to the politicians &amp; MSNBC talking heads, letting this carnage continue, week after week, year after year. DISGUSTING!!",anti-gun
1587815468282179584,"@Topher_mo @GOP He also introduced the Brady Bill with the most restrictions on guns, yet republicans love him... made them all poor and took their guns...",neutral
1587815466151583746,@RepJayapal We need gun control!!!!!!,anti-gun
1587815413999538176,@BetoORourke Why don't Texans realize what they'll lose? Better yet what they get if they elect you? Are they so traumatized by what Abbott &amp; Cruz do that they don't think they deserve better? Gun safety laws makes police wrk safer. Pers'l choice saves lives. Trickle dwn economics never wrkd.,anti-gun
1587815381275746306,@davenewworld_2 Puts to rest the myth of the good guy with a gun.,neutral
1587815370945187840,"@TulsiGabbard The right to bear arms is a God-given right?!
#America #USA #Farmers #MAGA @GOP @FoxNews @foxandfriends @MSNBC @CNN",pro-gun
1587815361302315008,"NJ suspected gunman at-large in Newark police officer shooting considered 'armed and dangerous,' officials say

https://t.co/NdAairJepj",throw-out
1587815309527900162,Reducing gun violence by investing directly in young people and our communities is what we do. Fighting systemic racism is what we do. Donate to support a place where you can see the impact of your money. Text YEAHPHILLY to 269-89 to give ✊🏾 https://t.co/VvDpz2z33D,neutral
1587815292012359680,@GregAbbott_TX If only you realized that protecting Texas children from assault weapons is more important.,anti-gun
1587815287008931840,"🚨OREGON! Make our state safer, by voting YES on Ballot Measure 114! If it passes, Oregon will ban high capacity magazines &amp; require people to get a permit to purchase firearms – two big wins for gun safety.

Help end gun violence in Oregon. Vote YES on Measure 114! #ORLeg https://t.co/UQ4xGeMoqi",anti-gun
1587815284819349504,@laurenboebert This is rich coming from a seditious traitor and gun toting NAZI who has no problem with assault weapons killing our children.,anti-gun
1587815234697400320,@seasidechic @galit_allen @GavinNewsom @GOP That’s misleading California has the highest population of any state so of course the per 100000 is gonna be lower. But California leads the nation with the amount of violent crime and number of mass shootings so…,neutral
1587815192452218881,"And hey Krystol, what about the “dark heart” of the Democrat Party that every time there is a mass shooting, they exploit it hours after it occurs to attack the NRA and Republicans turning the tragedy into a political opportunity? Save your high mindedness for someone else.",pro-gun
1587815096234942464,@TulsiGabbard Can you tell us where in the Second Amendment God is mentioned? The Almighty is not mentioned in the entire document except as an indication of the year as in “year of our Lord.”,neutral
1587815092745560064,"President Trump merely questioned the legitimacy of the #PaulPelosi story and an MSNBC hack feels the need to do damage control by going down every single “untrue ultra wing conspiracy theory” from 9/11 to Sandy Hook

Probably for validation for the hack

#911WasAnInsideJob",neutral
1587815076974706688,"NJ suspected gunman at-large in Newark police officer shooting considered 'armed and dangerous,' officials say https://t.co/fhBsdp9qxf #FoxNews",neutral
1587815067717963777,We need gun control! Children dying in schools and young men dying doing normal things,anti-gun
1587815044426907649,@Krrinn @GeraldoRivera Can you imagine what the narrative of the conspiracy nuts would be if Pelosi had shot and killed the intruder? I promise it would not be that Pelosi was a “good guy with a gun”,pro-gun
1587815018682146819,"@Jim_Jordan Dotard Tunt's Little Green Men 👽
@NRA #RussianSpies 

#RethuglicanTraitors 
#USHistory
🇺🇲 https://t.co/iJgo6KNGxM",neutral
1587815005717676035,"@777thenothing @BlueShoeStudios @scrowder I've not heard of the epidemic of ""sudden death in young people"" outside of mass shootings...

If this is somehow being linked to the vaccine...I think you may have to go get smarter. https://t.co/kYkOr3UT1H",neutral
1587815000248266753,@AbbottCampaign @GregAbbott_TX The police were too scared to enter the classroom in Uvalde. This is your fault. You lowered the age to buy assault weapons to 18. Disgraceful.,anti-gun
1587814946108313606,"Two doctors say stop blaming mental illness for mass shootings.
https://t.co/b0ikDFefDH",neutral
1587814944938098689,"@GOPChairwoman Because of the @GOP’s WEAK GUN LAWS over 1325 CHILDREN have been shot and killed in #GOPMassShootings
 
#GOPCrimeWave https://t.co/gjQZJpSkvX",anti-gun
1587814937698729985,Blame the hate culture that some communities are breathing into their own. ☹️ https://t.co/3632rm9PdT,neutral
1587814923278729216,Does gun violence even phase you anymore?,neutral
1587814921101770752,"@marcorubio #MarcoRubio will take away our Social Security and Medicare, healthcare for Veteran’s &amp; he’s owned by the @NRA !

Vote Nov 8th to save our Democracy our Rights and our Freedom 💙🇺🇸💙 https://t.co/aXuWXltNGf",neutral
1587814747394621440,"@Tony4WI Lol.Dems do this everytime last minute-Don’t pay attention to how broke ur getting,the supply chain they dried up,the cost to stay warm in winter-U can still smoke anyway-These Dems never made it legal federally on purpose to do this plus u can’t get a gun if not legal Federally",neutral
1587814740369317888,"When folks have to live with those open carry laws &amp;realize it isn't safe.
Judge orders armed group away from Arizona ballot drop boxes https://t.co/HZyNi6pmG9",anti-gun
1587814722862194689,"@Freespeechc72 @Jim_Jordan @GOP @NRA Like Jimbo, you avoid offering solutions to gun shootings and deaths (His original topic).

Again, what ""things"" have to ""change"" to curb gun violence?",neutral
1587814681745424386,@GOPChairwoman Republicans continue to arm the insurrection. They oppose all real gun laws but blame Democrats for the #AmericanCarnage,anti-gun
1587814619849977858,@MegaManX1984 @Bilious11 @Someone4once @davidhogg111 Then why are there already gun laws 🤡,neutral
1587814617639751682,@WFSBnews Most people don't know that CT is one of 2 or 3 states that allow both open and concealed carry.......but how can that be? Hmmmmm gobble gobble. Welcome to election season.,neutral
1587814604671012866,"@Jim_Jordan You mean you’re willing to pass more comprehensive gun laws, right?",neutral
1587814578112843776,"St. Louis school shooter flagged in FBI background check but was still able to legally purchase a gun, privately - @SenateGOP @HouseGOP Are you going to get real about background checks and red flag laws? This is completely unacceptable https://t.co/DiwT1Jf2Yx",anti-gun
1587814572035084288,"'Burn in hell': Survivors, parents confront gunman during Nikolas Cruz sentencing hearing https://t.co/hPCJgUyUfU via @pbpost",neutral
1587814565286481923,"@JoeBiden No whats on the line are gas prices, inflation, border security, crime, and our 2nd amendment. Thats why im voting Republican",pro-gun
1587814546298773505,@Boblet3001 @TacticalLurker @Murphceee @PMcD2323 @RealJamesWoods And how many mass shootings has your country had this year? 577 mass (3 or more shot) shootings in the US THIS YEAR so far and that doesn't include  shootings with less than 3 shot. Let's compare actual facts and not rhetoric.,neutral
1587814542175707136,"@Michael80963938 @philosophyfanex @NRA Well, you suck at looking up facts.  Actually between 7000-9000 die each year from medical errors.  

In 2020 45,222 gun deaths 43% murdered, 54% suicide, 3% accidental/LEO/unknown. The gun deaths has risen sharply since 2004 when the Assault weapons ban was lifted. FACTS",anti-gun
1587814541693521922,"@Jim_Jordan that would mean more gun control &amp; more  taxes ,money for schools &amp; so on i really doubt ya'll would let your tax rates get higher so its not gonna happen, because its an election year",neutral
1587814521502056451,"@DrOz So Ozzie, in 2019, not so long ago, you said you favored an assault weapons ban. But now, you oppose even the simplest, most sensible ideas, like background checks or not selling assault weapons to minors. Now you pose with with your guns.

What changed your mind?",neutral
1587814518243135490,@SteveDeaceShow I'm guessing it will be illegal to carry a hammer? Fully automatic nail guns?,neutral
1587814498760790017,"@Missy10013Kathy @AbbottCampaign @GregAbbott_TX “The massacre in Uvalde, Texas this week illustrates a troubling trend: More and more people are falling victim to school shootings, with Texas leading the pack as the state with the highest number of incidents in the past 10 years.”-US News &amp; World Reports, 5/27/22

About KIDS.",neutral
1587814444737994753,@Anti__Globalism The anti-gun crowd do not seem to understand these things. Disarming the legal gun owners is against the Constitution and leaves us helpless against criminals who don't follow any gun laws,pro-gun
1587814394016268288,"NJ suspected gunman at-large in Newark police officer shooting considered 'armed and dangerous,' officials say

https://t.co/Zej664oT2d",throw-out
1587814355453648897,"@TheCryptoKennel @JoshShapiroPA And I’m sure Doug’s plan to make PA a permitless open carry, 2nd Amendment Sanctuary state will help reduce crime and make it easier on police.",neutral
1587814354518528000,@TulsiGabbard So with the second amendment right we have the right to defend ourselves against all of these Trump Republican Nazis that do nothing but lie make up stories create hate. Take up arms against the Republican Nazis.,neutral
1587814328736120832,"Rest In Peace, Takeoff.

The gun violence is so extremely senseless.

Sending love to his family and loved ones. https://t.co/FUDlu3gTCV",anti-gun
1587814286407106563,"This horrific attack, the man who came to my home with a gun &amp; many other threats against lawmakers are chilling proof of a new reality of violence against Members of Congress.

We need bipartisan support for more resources to protect us &amp; our families.
https://t.co/nBfXzSAjOW",anti-gun
1587814238638452737,@Rachel_Prusak @TinaKotek You guys keep going on about an NRA rating as if the NRA matters. It only matters to democrats. Those assholes will hand over gun rights to democrats on a platter. With that said I’m still voting for Drazen.,pro-gun
1587814191569608704,@SativaMindz @theReal_JCarter Like Frfr! If we all could@come together as a people we would be unstoppable in the world of yt! Especially nowadays with gun and voting laws changing. Women’s reproductive rights. Like we need to represent for one another. Ion know any of ya’ll but I love ya just cause ya fam!,neutral
1587814189522788353,"@WFSBnews Pretty typical of a leftist to not address the root of the problem. Neddy keeps bringing up ""assault style"" weapons but the government tried that conversion of ideology with sandy hook and it failed. Smurf the murph and Blumenthal keep bringing it up as election talks and lose.",pro-gun
1587814183659266049,"Cong. Lee Zeldin a dangerous candidate. Stands w/taking NRA monies. Refuses to reduce ability to obtain weapons. Reported he wants teachers armed. Schools are Children’s sanctuary, not a site for gun violence.  He resides , LI, significant gun violence.  https://t.co/MjNvlPYUmP",anti-gun
1587814180815798275,"The power is in your hands with the Rock Standard EFS Stainless Steel 1911.

Chambered in .45 ACP with a 5"" button rifled barrel, it's a great experience right out of the box.

#firearms #rockstandard #handgun #recoil #armscor #rockislandarmory https://t.co/FI6m3wfVGM",neutral
1587814172649082882,@sidmacleod @ProjectLincoln @atrupar He’s a poster boy for red flag laws.,neutral
1587814135785410560,@RonFilipkowski No Tom Gun violence numbers are not worse in sanctuary cities they are worse in Red by far https://t.co/Ad2bOCQB9M,neutral
1587814100100591616,"@rbhayes4 @maggieNYT Where I live, 208 homicides in the city through mid-September, way over previous years’ totals already. 0 from school shootings. 
School shootings, while tragic, are not the major problem. Everyday crime is.",neutral
1587814090663149583,@Mattsmi40782220 @stevemurray317 @ACLU They defended the NRA and the Charlottesville demonstrators 🤷‍♂️,neutral
1587814078214721536,"@cathymcmorris @HouseCommerce Is this the same vision that never spoke up during a “Muslim ban”? 

Same as when you didn’t speak up on hate crimes against Asian Americans and other minorities? 

Or is your commitment the same one that refused to do anything for kids after school shootings?

#GOPLies",neutral
1587814071105093637,"Rob Reiner has it right: ""To be 100% clear. There will be nothing significant done on Gun Safety, Women’s Reproductive Rights, Voting Rights, the Environment, or anything else unless we hold the House, add 2 Senate seats, and kill the filibuster. VOTE!!!"" Retweet. #Resisters https://t.co/UAoPgSCAAP",anti-gun
1587814054235717632,"@777thenothing @BlueShoeStudios @scrowder No, I am aware of the countless shootings that occur in this country. I'm all on board for reform to help prevent them, but it seems like a certain party who lies in the pockets of the NRA are not ready for that change.

These are the young deaths you speak of, yes?",neutral
1587814032907517952,88% of Americans support requiring background checks on all gun sales. The path to safer streets is establishing a safer method of gun ownership.,anti-gun
1587813900354957312,"@TomCottonAR And clean up your rhetoric of hate , racism , and terrorism . Gun control would help don't you think. YOU HAVE MADE IT MUCH WORSE.",anti-gun
1587813881392553985,"@Shinedown1911 @Tactical_review @JaedenStormes At the current rate of gun murders in the US, it would take 10,000 years for us to reach the number of citizens killed by governments in the 20th century alone. So maybe we should figure out the cultural defect that's causing this violence, instead of disarming the entire public.",pro-gun
1587813876611313664,"@AbbottCampaign @GregAbbott_TX You've done nothing to cut property taxes so far.  Also pro life doesn't end at birth.  You can't be prolife if you're passing weak gun laws, you can't be prolife if you don't fund social programs for poor families,  you can't be prolife if you are against CRT. You're pro-hate.",neutral
1587813852971941889,"At CNN, we know a lot of smart doctors who talk to kids about mental health every day. So we asked two of them to discuss why young women have a ""bead on the future"" while young men have lost hope and turned ""lethargic"" @JonathanMetzl @drjohnduffy 
https://t.co/zfqdQslXSN",neutral
1587813841815027713,Stratford housing authority weighs banning open carry of guns... https://t.co/k3inrFoRHd,neutral
1587813785364201472,@libsoftiktok Can you concealed carry at schools?,neutral
1587813772504227841,@caliph_i @maadjaime @Chuckisdope If guns were banned or made illegal the only people who would benefit are the criminals who don’t obey laws anyway. Leaving law abiding gun citizens defenseless. Guess who took guns away when they gained power in order to prevent anyone from standing up to them? The nazis.,pro-gun
1587813744381681664,"@GOPChairwoman Gun lovers love their guns more than their neighbors. Look at crimes committed with guns in Republican led states @GOPChairwoman.
Guns ARE the problem. 
#VoteBlue #Democrats #VOTE #VoteOutEveryRepublican! https://t.co/2TS0Dv4qlp",anti-gun
1587813715616927747,@GetRekTUWiLL @MegaManX1984 @Someone4once @davidhogg111 Your last sentence is easily proven false. More regulation has stopped gun violence in every single country that has done it. There’s literally examples all around the world proving you wrong. Continuing to believe it is pure insanity.,anti-gun
1587813693688975360,"And of course, the militarization of our police agencies, plus civil asset forfeiture. Every LE agency needs millions of dollars of tactical gear, assault weapons and armored vehicles. I don’t remember the LEO as warrior mentality being as prevalent years ago.",neutral
1587813676018450432,Georgia Republican Marjorie Taylor-Greene Blames Gun Control and Immigration for Violent Attack on Paul Pelosi #NewsBreak https://t.co/HvbxXkTbnJ,pro-gun
1587813665616568321,"NJ suspected gunman at-large in Newark police officer shooting considered 'armed and dangerous,' officials say

https://t.co/PPBDQ4usgc",throw-out
1587813564542173184,Search underway for gunman accused of shooting two New Jersey police officers https://t.co/GPoH7Kl1b9,neutral
1587813560108711936,@DaydreamWeaver @detroitnews You are the reason politicians need better security. Do we have red flag laws for hammers ?,neutral
1587813481046319107,"For those living on the East Garfield Park block where 14 were shot, guns and violence are a daily ordeal
https://t.co/bWxZiN6a83
#EnoughisEnough #StopChicagoShootings #gunviolence #BlackTwitter",neutral
1587813426415353857,"@hoghead2877 https://t.co/uBunxrxMue
These biased idiots claim there have only been nine mass shootings as of October in the USA in 2022.",neutral
1587813289945341961,@drew_mullen @FoxNews Shut up. How does gun control stop a drive by where the perp probably either stole the gun or aquired it illegally in the first place?,neutral
1587813262036434951,@caliph_i @maadjaime @Chuckisdope Doubt it. He coulda had a knife or other weapon just like the people in countries where guns are illegal. Guns aren’t the issue. Not to mention with open borders the government will never be able to take all the guns off the streets or out the hands of criminals.,pro-gun
1587813246588768256,The firearm news from Washington DC. #naaganews #heller #2A #naaga https://t.co/rFmtOtu0um,neutral
1587813222840680449,"REST IN PEACE ANTIONE 🙏 Neighbors voiced frustration after a 14-year-old boy was shot and killed on Halloween night in Southeast D.C.
https://t.co/xPQ0We9U2x",neutral
1587813123486015494,@Vraskh @lionfnn @hasanthehun Ummm drugs are rampant so are illegal guns what you actually believe criminals follow the law to get a firearm???? https://t.co/a0zYVVFYZr,neutral
1587813102187433987,"@trevormdale @HolyJeepers2020 @KariLake @RealMarkFinchem @AZGOP @NRA @exxonmobil @KochIndustries @GOP Plus, most of the US billionaires are Republican or independent leaning @GOP.  It goes back and forth who they affiliate with.",neutral
1587813092213260288,"Chinese SKS
7.62x39

@GunWebsites
#GunWebsites

#KCA #Chinese #SKS  #GunPic #Guns #GunPicture #GunLife https://t.co/VQN5v5rEMA https://t.co/ygF4Frfj6v",neutral
1587813091097468928,@OrangeisBadMan @CNN @wolfblitzer So the fact that Steve Scalise was shot on a baseball field must be a conspiracy theory. This is a double whammy. Democrat violence with so called republican weapons. Maybe gun violence is only an issue when a gun is in the hands of a democrat? Explains Chicago for sure.,neutral
1587813060219215875,@TyCardon @SenatorDurbin Dig into his 2nd amendment takes and you'll find he doesn't really know or respect much of the constitution,neutral
1587813049771106306,"@RepMTG Just out of curiosity, how many gun owners answer their front door with a gun, ready to shoot someone?",neutral
1587813044528320512,"@davenewworld_2 OMFG this is horrific and heartbreaking ☹️

Can't call yourself PRO-LIFE if you're against gun control that stops these tragedies from happening... You're actually PRO-DEATH FFS",anti-gun
1587813024366268420,GO VOTE.                                   Gun violence and school shootings are a uniquely American epidemic. Sandy Hook Promise is shining a light on these important facts and statistics.   https://t.co/foJwVj6pJm,neutral
1587812991625580545,"@chicksonright @Hooray_for_Pups All I’m saying is maybe start paying attention to, idk, the school shootings done by American citizens instead of made up crime by illegal immigrants to drive clicks and retweets. If you cared about crime, you’d want to stop all crime, not just crime done by illegal immigrants.",neutral
1587812934595612677,@TonyGonzales4TX @LiraForCongress PART 3: OF COURSE YOUR PRO-LIFE DON'T TELL US THAT EITHER AWILE YOU CARRYING AR-15 WITH YOUR PHOTO OP YOUR REPUBLICANS COLLAUGES!,anti-gun
1587812792215773184,"@TinkertotsPaws It’s always the gun and will ever be so until the people rise up and tell their Congressmen to fix it. I can understand you might want a gun for home defense but who the fuck do you think is coming, the 7Th Infantry that you need an AR 15.",anti-gun
1587812748049715208,"GOA endorses Mike Doyle for Congress in PA-12. Mike is running against the rabidly anti-gun, Summer Lee. Let's send Mike to Washington. @VoteMikeDoyle  @GunOwners https://t.co/cR4PQ5P1n4",pro-gun
1587812731482443776,"@MurrayCampaign Hey Pattycakes, I'd bet you would support doing away with the 2nd Amendment to the United States Constitution in a heartbeat if you could.",pro-gun
1587812671507906562,Guns at voting sites have long sparked fears of intimidation and violence – yet few states ban their presence https://t.co/PM5hZTLNup,anti-gun
1587812665711382529,@Will_Redacted @InlandCaGuy The problem Beto has is that he campaigning on gun control in Texas talking like Chris Murphy if you follow his Twitter feed Chris Murphy is outspoken on gun control the difference is Connecticut is a deep blue state.,neutral
1587812658572656641,@BinSalmanEunuch @Eyeonthegood @tweettweet1000 @LeaderMcConnell the 2nd amendment was ment for tyrants there is no general welfare when tou have people like justin trudeu banning things he dosent like at will. thats why america has the most freedom out of all nations. putting peoppe in jail over pronouns is not promotion of general welfare.,neutral
1587812637294870532,@NotoriousKRM No NRA hat?,neutral
1587812636850212864,"NJ suspected gunman at-large in Newark police officer shooting considered 'armed and dangerous,' officials say

https://t.co/QJcJ0c4hbj",throw-out
1587812591963111431,@MissLynneNYC @Thereseinpdx @chrislhayes What MAGA folks don’t understand— these are RATES of gun violence. MAGA folks missed the day that ratio was taught.,neutral
1587812561617301505,"@rezrat226 @kxly4news Sorry you have such a small penis. 
https://t.co/XZn2pcr8N8",neutral
1587812535406821376,"After Gregg Abbott sent his campaign mailer, 23 people were massacred in El Paso by a guy who came 'to kill Mexicans.' Abbott then passed more bills loosening gun laws. Then came Uvalde. This will keep happening in our state, if Abbott is re-elected. #Enough #VoteHimOut #voteBeto https://t.co/KbeF6X0APl",anti-gun
1587812432478703622,@AbbottCampaign @GregAbbott_TX Greg Abbott will let all of Texas' school children die from gun violence because he lowered the age to buy assault weapons to 18.,anti-gun
1587812427038871552,"@DaAngryOstrich Women’s rights, climate disaster, gun violence, saving social security and Medicare.",neutral
1587812382776201216,@BK_McCallum @Alive14Alive @TexasAFLCIO Not correct. You can now open carry w/o permit or training.,neutral
1587812354804383745,"@Aprapl @JackPosobiec And the right's love child, the NRA, made a guy who illegally sold weapon systems to Iran, their president.",neutral
1587812335309185027,@truth_310 @girlfightings This coming from the people who mastered the art of mass shootings………got’cha buddy,neutral
