tweet_id,full_text,sentiment
1587881097278488576,"(3/3) ""Our Office and our law enforcement partners remain committed to keeping our community safe by doing all we can to stop gun traffickers and quell gun violence,"" stated United States Attorney Peace.",
1587881095793623041,"(2/3) U.S. Attorney Peace: “While 13 guns have been recovered from across all five boroughs of New York City, as is the unfortunate side effect of the gun violence epidemic, many more of the defendant’s firearms may still be out there.""",
1587881034049363970,@DrDigiPol @CarolOfShad34 @CAPAction Do you know what’s even funnier though about your statement? Considering the fact that we’ve had more sweeping gun laws and legislation in the past three years it’s interesting that there’s less guns on the street but you’re saying that murder rates by guns are up. Shows it’s BS,
1587881030811324416,"@RonFilipkowski Dear @TomCottonAR you and Republicans OPPOSE legislation to limit access to guns, vote against red flag laws, background checks &amp; raising the minimum age for buying a gun from 18 to 21. So who is soft on crime??",
1587880999827869696,"@JeffMerkley No Jeff, Oregon doesn’t have a gun violence problem, Portland has a gun violence problem. Fix Portland, not the rest of the state.",
1587880948015980544,"@Michaelshooter6 @MaryPeltola Translation: I can't argue with facts so I'll just resort to meaningless responses that have nothing to do with the conversation #DeflectionFail 

#gunsense is nonsense 
#2A #2AShallNotBeInfringed 
#GunsSaveLives https://t.co/shwj3hOd6o",
1587880869758377985,"@ilovedonrickles And now we must punish law abiding gun owners by stripping their rights away. What’s wrong is right, and what’s right is wrong around here.",
1587880840444653568,@SenTedCruz What has Ted Cruz done about the Mass shootings in Texas? #VoteBlueToSaveOurKids https://t.co/IzWnpoVtoO,
1587880728158736386,"@GovMurphy Kendall Howard, 30, goes by the name ""Book"" is 6' 3"" tall, 180 to 200 lbs, and has brown eyes. Howard has a criminal history, has been charged with attempted murder, unlawful possession of a weapon and possession of a weapon for an unlawful purpose
#FPM 
https://t.co/IdoLE9e6N7",
1587880718033715211,"@notcapnamerica @TheRealHoarse @Cirincione @BadFaithPod @briebriejoy Never admits when he's wrong about people -- or, well, anything.  Worst thing for me is his lying about PLCAA that made the gun violence issue so much worse.",
1587880676128325633,"@PressSec @Everytown NJ has the whole gun control wishlist, it's like gun control is useless for preventing violent crime.",
1587880626887311362,"@TrumpsFeetHurt @playaruru210 @GloriaCazares82 NRA is gun sales promotion. Constitutional carry doesn’t make you carry a gun. It allows those who legally can, to carry. Let’s move past blue team lines and buzzwords.",
1587880534650363905,"Vote for Joshua. 
He’s knows that gun control legislation must be changed. He wants your children to stay safe. He wants you to stay safe. @JHarrisTill 
Facebook: Joshua Harris-Till for Congress
https://t.co/frrE0IyXtv",
1587880509547450377,"@TulsiGabbard The right to bear arms is not God given.

God did come up with weed. Try the https://t.co/ac0GPwwTMD",
1587880462931869696,"A lot of people need help in this world, mentally, fatally killing a Spanish teacher because they had bad grades is insane, I swear anything that has to do with school shootings, school anything violent is always the White Americans of this country, so sad.",
1587880447454814210,@GregAbbott_TX Let me guess your speeches are heavy on scare tactics. Vote for me otherwise this will happen. Perhaps you should address mass shootings,
1587880347785908224,"A Federal Judge Calls Clarence Thomas’ Bluff on Gun Rights and Originalism - Originalism is misguided, but if we are stuck with it, maybe historical analysis by a professional, in lieu of haphazard analysis by amateurs (justices), can bring more clarity https://t.co/SFNRBI452d",
1587880335102119938,"Gunman shoots himself in an hours-long standoff in Mobile, Alabama Gover... https://t.co/zrQQBqI2nh via @YouTube",
1587880259705339904,@BetoORourke Prosecute Hunter Biden for the gun laws he broke that aren’t being enforced. Then get back to us. Beto is definitely not for Texas. Protect your children Mama bears. https://t.co/s9E1cEg5oJ,
1587880258484609025,"@CharlotteNC2022 @JamesBradleyCA I apologize.  Please forgive me for jumping on this.  I was on an NRA post ""discussing"" and was evidently still irritated.",
1587880257746763777,"@FoxNews Lol, climate change/no, abortion/no, gun laws/no. You guys are making it easy for Republicans.",
1587880226440286210,"@DanCrenshawTX United States Congressman telling a victim of gun violence who has dedicated his life to public service since that day that he's worthless.
A US Congressman telling an American citizen he's worthless.
Who raised you? Really, who raised you?",
1587880199672274946,"@Michaelshooter6 @MaryPeltola You do realize most good guys are disarmed by the gun free zone signs which not unexpectedly the criminals ignore. 
Meanwhile in reality 👇🏾 
#gunsense is nonsense 
#2A #2AShallNotBeInfringed 
#GunsSaveLives https://t.co/mf6RCx1tLg",
1587880146349981697,The NRA won't exist for long prolly. Give me my birthright... Freedom.,
1587880124833497088,Metric used to justify claims of AR-15 lethality debunked https://t.co/hAVcieeeVw,
1587880116218109956,"@SenateGOP Over 1 million Americans died. It’s good to know that when confronted with a crisis, the GOP will err on side of politics instead of caution for our health . Considering they block common sense gun safety reform while our kids are slaughtered, this isn’t a surprise.",
1587880113692999680,@ChrisVanHollen @BrianFrosh Drive a car in not in the Constitution. The 2nd Amendment is clear. Not a peep on licensing back in 1791.,
1587880109553471500,"Each day, the Indiana Crime Guns Task Force continues to remove illegal guns off our streets.

As of Oct 28, the taskforce has 
-Seized more than 300 firearms
-Arrested nearly 400 people

Thank you to the officers &amp; detectives who make our city a safer place to work &amp; live. https://t.co/IgANtGE5kY",
1587880051193925635,"@nedryun https://t.co/rwksaVRpuD
The Recent Rise in Violent Crime Is Driven by Gun Violence
https://t.co/7PH0MbURJr
THE ROOT CAUSES OF GUN VIOLENCE",
1587880025986146306,"@Zach69101601 @CarolOfShad34 @CAPAction Murder rate in the US is DOWN from 9/100k in 1990 to 6.7/100k now. AND it is down in 2022 from 2021.

https://t.co/QofxWqSlW1

Meanwhile, guns are involved in 79% of all murders. 

https://t.co/RrcSWWvHYe. https://t.co/a630zlD05L",
1587879974601637888,"65% of Hispanic adults support stronger gun laws, with Hispanic voters consistently ranking gun violence as a leading factor in their vote this year. 

The solutions to gun violence exist. It's now time for policymakers to act. 

https://t.co/nkDTum8iLU",
1587879951474298880,"@mmpadellan State legislatures make laws allowing open carry, no training, no licensing and then those yahoos with weapons move to Democratic cities because that’s where the jobs are &amp; committ crimes. You can’t say Repub have all th guns then say that Dem are committing violent gun crimes",
1587879875205120005,@RosemaryChides2 @davidhogg111 I believe everybody should exercise the first amendment rights. The only reason why you still have the first amendment right it's because we have the second amendment.,
1587879833178365952,A REMINDER to Granite Staters that #NH Democrats are already pushing insane #guncontrol bills to take away your fundamental human right to self defense (an ACTUAL right). #VoteALLDemocratsOUT #NHHouse #NHSenate #NHPolitics https://t.co/of3upMqveK,
1587879815704895488,"other gun accessories, 2 holsters, 1 stock, magazines, etc.
Now showing the jury two of the rifles recovered from that bedroom where he was living.
Now showing jury various gun accessories found. [I thought he mentioned a bump stock.] magazine pouches, sights 

/112",
1587879796087799808,@JeremySWallace @GregAbbott_TX typical GOP. No vision just scare tactics.   Why don't you discuss what you will do to prevent mass shootings,
1587879792807903233,@WillResistAdmin @AnarchoMemes @VP Gun rights are civil rights,
1587879790203256833,"@srh_medco There is no GQP plan for inflation or gas prices  or anything else but here is what they will do if they win:
1. Tax cuts for the rich
2. End SS and Medicare 
3. National abortion ban
4. Impeach Joe Biden
5. Guns for everyone
6. Russia style 1 party christo-fascist kleptocracy",
1587879788169003015,"@JennJenn699 @PFF_dirt @mmpadellan Yes, they do and the top 10 cities for gun violence are all blue.",
1587879787892293632,"@VirginiaLoughn1 @RonJohnsonWI Nope, he sounds exactly like someone who believes that the people of each state should decide. Democracy in action! Don't you love it? Abortion will still be available, just not in all states. You were cool with that for gun ownership...",
1587879774332018699,"@davidhogg111 @DanCrenshawTX America's mass media accounts for school shootings. Make them famous in the media and they grab guns and go out to kill children. Until the kids are safe again, the solution is locked schools and guards with guns.",
1587879748054568961,"No Shave November - Day 2

#christian #father #veteran #conservative #blackman #prolife #2Asupporter #offtheplantation #athlete #runner #bearded #inked #guns #craftbeer #comics #geek #nohumanislimited @ Eugene, Oregon https://t.co/S7R7vK6jgI",
1587879745861058560,Generational talent lost to gun violence https://t.co/uAOboeVEWe,
1587879740761071616,@TulsiGabbard 2nd amendment was not god given it was written by a bunch of old white men who used single shot muskets that took a few minutes to reload.,
1587879721882230784,"@RedFlagNYC They blamed movies, tv , video games and gangster rap. Anything other than the actual one common denominator.. the fucking availability of the guns used to kill. NRA spends millions to make sure that keeps happening.",
1587879715511193601,"“There’s very clearly common ground between gun owners and non-gun owners. And specifically, we found that that common ground is that there’s a uniform belief that people who are at high risk for violence should not have access to guns.” https://t.co/dtCMKLRg2X",
1587879713661280256,@JulianaF53 I think many R’s and Trumpers would be damned surprised that even in a tight Blue gun law state like CA the majority of people who live here have one if not many types of guns. They think the Left is unarmed. “Most” just don’t use them for violence. But we can protect ourselves.,
1587879544509399040,@mommamia1217 @dinatitus I hate when the left talks about gun control like it'll fix anything. What new gun law would have prevented the Nass shooting in Uvalde or any other mass shooting.  I'll wait,
1587879540919078912,"BREAKING: Rooftop Sniper Shoots 2 NJ Cops, Gunman On The Loose https://t.co/wy2gKbIPqt 
https://t.co/hXwMeUf7w0",
1587879520752881664,@BCStevens77 @mmpadellan Democrats commit 70% of gun violence,
1587879425382617088,"@Michael80963938 @philosophyfanex @NRA I wasn't talking about that, was talking about the billing errors, and the other stuff.  We had already discussed the deaths",
1587879406701318145,"@LovelyMsEB You do know knives kill more people than rifles of all types including the mythical assault weapon don't you? Where's your #FakeMoralOutrage against knives?
#gunsense is nonsense 
#2A #2AShallNotBeInfringed 
#GunsSaveLives",
1587879392562274305,"@RobAstorino @leezeldin The crime rate rose after trump repealed Obama red flag laws

17 immediately became one of the worst years for mass shootings, 19 soon followed

2020 is the first time guns are the leading cause of children's death

Texas cops murdered by guns rose 60%

red states w lax gun law",
1587879362195427329,"@2Aupdates @gunpolicy To combat these ""dangerous myths about gun use"", how about we teach gun safety in schools, and make kids learn the Four Rules of Gun Safety from an early age? 

@ProjectUnloaded you game for that, or do you really think being a kill-joy trying to cancel COD is going to work?",
1587879331510067206,@mmpadellan States with loose or no gun laws,
1587879310412718080,"@TulsiGabbard The Second Amendment provides for a ""WELL-REGULATED"" militia. The GOP seems to forget about the ""Regulated"" part.",
1587879304561659906,"@kittytriplet Yep, when for a long walk on the Sandy Hook beach",
1587879223527702535,"@DrDigiPol @CarolOfShad34 @CAPAction How about rather than some fantasy of making something illegal will make it disappear and there will be no more gun crime in this country, why don’t people come Together and actually help each other?",
1587879188102381569,On the issue of gun violence: Turning your child and that illegal gun over to police is NOT the hardest act a parent might do! Actually burying your child from being murdered is!,
1587879172751458304,@laurenboebert Take Them Out To INTIMIDATE VOTERS WITH YOUR AR-15's!!!,
1587879154120527872,@JaymalGreen Bye I’m off to look for some illegal gun owners to have a chat,
1587879150156939264,"@TheSGTJoker @GOP Exactly. Interesting how Republicans can’t connect the dots on this one. They insist that the population be flooded with guns, then spew about increased gun violence. Like it’s the Democrats fault? 🤷🏼‍♀️Mind boggling. 🤦🏼‍♀️",
1587879097036083201,"It's the guns. 

https://t.co/CuM4DT2JiW",
1587879091478614017,"@MayraFlores2022 @elonmusk Yes, gun safety, and reforms, children at their schools not being murdered, families shopping for groceries safely, etc. Discuss all issues.",
1587879084566220800,"Dems 8 pt plan (Alinsky)to create control &amp; implement communism by
Govt control of: 
1) Healthcare - 
2) create poverty -poor people easier to control
3) Debt -increase/unsustainable
4) Gun Control  
5) Welfare control
6) Education control
7) Religion -remove  
8) Class Warfare",
1587879029289484288,@davidhogg111 @elonmusk @Sen_JoeManchin I think I’m going to make a donation to the NRA in your name.,
1587878983042940929,"Gun control,  hammer control,  knife control, all of these cannot stop evil.  Only Jesus Christ can and he will.",
1587878981692321793,"@Christophers91A @JoeBiden Coward? Of what? You? I actually have a life outside this cesspool. Lies?WHERE TO START!
-Jan 6 was a peaceful tourist visit
-election was stolen (because #MAGAMORON lost)
-taxes will be raised on middle class
-democrats are 4 open borders
- democrats want to take your guns away",
1587878870484717577,"Did you know over 50% of all intimate partner-related murders of women are committed with a firearm? 

The data is clear: weak gun laws put women and survivors of domestic violence at risk.

To learn more, check out our new piece from @dmarissae below 👇

https://t.co/5aOraeKIIW",
1587878840315121671,@JustinH67843370 @NebraskaMegan Police don't stop mass shootings. https://t.co/ychAyaoJjx,
1587878758723510273,"@GavinNewsom @David_Charts @GOP We need Dems in the Chicago Northwest Suburbs #gpadems 

ENDORSING #maria4ilsenate
#MariaPetersonForSenate @Canty4ILHouse
@NabeelaforIL #voterizer 
🌊codify Roe
🌊pass voting rights
🌊pass immigration reform
🌊protect SS/Medicare
🌊ban assault weapons

#DemVoice1
#Dems4USA",
1587878716222607360,"“Don’t worry about school shootings, democrats are actively trying to bring our children to drag shows and that’s why we have to vote them out.” -a Republican",
1587878671515324416,"@MacLinx Hypocrisy is pretending to be outraged at the school shootings. Yet, you won't have armed security around the schools where our most precious resources that are our children spend their days. But you spend our $ on armed security for our useless politicians.",
1587878609326583808,"@LiamMiller33 @Skepmi RED STATES - Repugnants encourage crime and violence, so should not be surprised that their gun toting states are producing record crime",
1587878608915337216,"@NoelElMagnifico @PissnDaNiteAway @SlimJosa @isaidfawkyou With every new generation, new struggles arise. 

For Gen-Z, the rise in mass and school shootings, teaching us that our safety isn’t valued. The increasing tension between governing bodies and countries. The introduction of the pandemic &amp; being locked away.",
1587878608558751750,"@colinschmitt @NYCPBA @NYCPBA will regret these open carry, no gun permit candidates when the shooting starts.",
1587878588371456001,@senitsu_ Surely better to ban shooting games than guns I think,
1587878539444899840,"@Michael80963938 @philosophyfanex @NRA No, because I'm not following up with them. Here's a screen shot, of the info, feel free to watch for it. I have a job to do. https://t.co/aGLg51ZrHk",
1587878479630139392,"RT Well_Regulated_ #NRA ""@KTULNews You want to double check that figure? $162,000 is a lot of money to spend on nine guns. (I also hate to nitpick on basic grammar/punctuation, but…) https://t.co/BCgMzZPJTT""",
1587878477981794306,"RT Well_Regulated_ #NRA ""RT @HeadOColettuce: @Well_Regulated_ @Smith_WessonInc That background poster though. ""For Dad so loved the gun, that he gave his one and only Son""""",
1587878449661845506,"@GmorganJr I heard you mention that false concept that the federal government under Obama bought up ammo so people couldn't buy it. This was and is false. During that time period I read an article in Riflemen disputing, with stats that this was true.

https://t.co/4v2DAlbvvT",
1587878448160194561,Gun violence has killed at least 1 rapper every year since 2018 https://t.co/QJ2Mh9perP,
1587878363481313280,Are Gun Detectors the Answer to Mass Shootings? https://t.co/7uOku0wWGo,
1587878318799343617,@DeannaMarie208 @renkate @mommimaya @JennaMillerKC @SapnaKmd @ChrisCarrollMD @pccm_doc @DrJaimeFriedman @Dr_ScottK @PedsGeekMD @DrJenniferCo_Vu @jenschuette25 @KTamirisaMD Protect kids from indiscriminate gun violence!,
1587878299640164352,"NJ police capture gunman accused of shooting 2 Newark officers at 'close range' 
Read More- https://t.co/HstNF4eGmn
 #News",
1587878283315748865,@PeriwinkleRose3 @Jennife08058715 @SusanNagle5 @RonFilipkowski I like trying to corner them and get them to admit that they care more about their interpretation of the second amendment than the lives of children.,
1587878281843421185,"@DanRather Laughter is a “Warning” from the jagged edges of knives eager to be used to increase fear , allow others to laugh! There used to be rules that protected people . Every one of those rules are non existent now!21 to vote but 18 for KR 15. Politicians paid millions by NRA",
