tweet_id,date,full_text,tweet_type,hashtags,mentions,user_location,geo,lat_coordinates,lng_coordinates,place_type,place_name,place_full_name,country_code,country,prof_country,prof_country_code,prof_locailty,prof_region,prof_sub_region,prof_full_name,prof_coord_lat,prof_coord_lng,reply_count,quote_count,likes_count,retweet_counts,hyperlink
1588319522150404097,Thu Nov 03 23:57:38 +0000 2022,"Tomorrow's the last day of early voting, where you can vote at whatever location is most convenient. During your lunch break, go hit up your local voting site and cast a ballot for folks who believe in
- Women's Bodily Autonomy
- Equality
- Democracy
- Sensible Gun Control",Reply Tweet,,,"San Antonio, TX",,,,,,,,,United States,Bexar County,San Antonio,Texas,,"San Antonio, Texas, United States",-98.49363,29.42412,0,0,2,0,https://twitter.com/twitter/status/1588319522150404097
1588319519751041024,Thu Nov 03 23:57:37 +0000 2022,"#Miami #Trump supporter convicted of shooting at men after argument over #Biden flag on Jet Ski #Florida #GunControlNow #2a 
 https://t.co/PBaBNxNlHb",Original Tweet,"['#Miami', '#Trump', '#Biden', '#Florida', '#GunControlNow', '#2a']",,"California, USA",,,,,,,,,United States,US,,California,,"California, United States",-119.75126,37.25022,0,0,2,3,https://twitter.com/twitter/status/1588319519751041024
1588319508300988419,Thu Nov 03 23:57:34 +0000 2022,"@3DoBetter3 @Bartwerfs @CooperCogburn @MattWalshBlog Allowing babies to live in the womb - life itself - is a right.

Owning firearms to protect yourself - the 2nd Amendment - is a right.

No agenda needed other than to protect babies &amp; law-abiding citizens from butchers like you. You're the 1 who's OK with destroying those things.",Reply Tweet,,"['@3DoBetter3', '@Bartwerfs', '@CooperCogburn', '@MattWalshBlog']","Weddington, NC",,,,,,,,,United States,Union County,Weddington,North Carolina,,"Weddington, North Carolina, United States",-80.7609,35.02237,2,0,0,0,https://twitter.com/twitter/status/1588319508300988419
1588319503536250881,Thu Nov 03 23:57:33 +0000 2022,@davidhogg111 Gee must have been a fake ballot since the NRA is for gun safety and the 2nd amendment. Sorry you hate America.,Reply Tweet,,['@davidhogg111'],Florida,,,,,,,,,United States,US,,Florida,,"Florida, United States",-82.5001,28.75054,0,0,0,0,https://twitter.com/twitter/status/1588319503536250881
1588319434589945856,Thu Nov 03 23:57:17 +0000 2022,@libsoftiktok Gun violence is inexcusable!  REMEMBER!,Reply Tweet,,['@libsoftiktok'],United States,,,,,,,,,United States,US,,,,United States,-98.5,39.76,0,0,0,0,https://twitter.com/twitter/status/1588319434589945856
1588319406391808005,Thu Nov 03 23:57:10 +0000 2022,"@meliorist59 If Dems don't show up next Tuesday, it will be too late. Republicans are promising very unpopular actions--banning all abortion, eliminating Social Security, Medicare &amp; Medicaid, passing lax gun control laws, etc.

Why would they promise these things if they want votes? 🤔",Reply Tweet,,['@meliorist59'],NJ,,,,,,,,,United States,US,,New Jersey,,"New Jersey, United States",-74.49987,40.16706,0,0,3,2,https://twitter.com/twitter/status/1588319406391808005
1588319400968323072,Thu Nov 03 23:57:09 +0000 2022,@Unnoble_Savage @brianleeellis @michaeljknowles @NPR Maybe you should run for office and when you get elected ban guns,Reply Tweet,,"['@Unnoble_Savage', '@brianleeellis', '@michaeljknowles', '@NPR']","Willits, CA",,,,,,,,,United States,Mendocino County,Willits,California,,"Willits, California, United States",-123.35557,39.40961,1,0,0,0,https://twitter.com/twitter/status/1588319400968323072
1588319312233709568,Thu Nov 03 23:56:48 +0000 2022,@TulsiGabbard Your stats are wrong. Most gun violence is not committed by criminals.,Reply Tweet,,['@TulsiGabbard'],"New York, NY",,,,,,,,,United States,US,,New York,,"New York, United States",-75.4999,43.00035,0,0,1,0,https://twitter.com/twitter/status/1588319312233709568
1588319273893494784,Thu Nov 03 23:56:39 +0000 2022,"@Jim_Jordan The left 
In the pocket of the NRA flooding the streets with automatic weapons 
Giving tax breaks to corporations earning record profits",Reply Tweet,,['@Jim_Jordan'],CT,,,,,,,,,United States,US,,Connecticut,,"Connecticut, United States",-72.66648,41.66704,0,0,0,0,https://twitter.com/twitter/status/1588319273893494784
1588319252821311488,Thu Nov 03 23:56:34 +0000 2022,"@NancyMa04126932 @repdarrellissa ...in building the OK City bomb. Russia, Assad, Iran, and their agents in the US Congress all have an interest in destabilizing our country and  democracy  by infiltrating the NRA and the RNC. It has been very effective",Reply Tweet,,"['@NancyMa04126932', '@repdarrellissa']",San Diego,,,,,,,,,United States,San Diego County,San Diego,California,,"San Diego, California, United States",-117.15726,32.71533,0,0,0,0,https://twitter.com/twitter/status/1588319252821311488
1588319242352562178,Thu Nov 03 23:56:31 +0000 2022,"YOU REALLY MEAN CRIMINAL VIOLENCE..THEY COULD HAVE USED A KNIFE!
Boston City council planning hearings on gun violence https://t.co/XqG5R1dCW3",Original Tweet,,,"Menomonee Falls, WI",,,,,,,,,United States,Waukesha County,Menomonee Falls,Wisconsin,,"Menomonee Falls, Wisconsin, United States",-88.11731,43.1789,0,0,0,0,https://twitter.com/twitter/status/1588319242352562178
1588319191559307264,Thu Nov 03 23:56:19 +0000 2022,"@davidhogg111 Um…no group does more for gun safety than the NRA.
Do your homework 😎🍸🇺🇸🦅",Reply Tweet,,['@davidhogg111'],"Las Vegas,  Nevada",,,,admin,North Carolina,"North Carolina, USA",US,United States,United States,Clark County,Las Vegas,Nevada,,"Las Vegas, Nevada, United States",-115.13722,36.17497,0,0,0,0,https://twitter.com/twitter/status/1588319191559307264
1588319187956510720,Thu Nov 03 23:56:18 +0000 2022,"@davidhogg111 Gun safety? Lol. You do not know a damn thing about ""gun safety"". 
The words change to brainwash don't they. 
The Last one was ""common sense"".",Reply Tweet,,['@davidhogg111'],"Ohio, USA",,,,,,,,,United States,US,,Ohio,,"Ohio, United States",-83.00018,40.25034,0,0,0,0,https://twitter.com/twitter/status/1588319187956510720
1588319138094927873,Thu Nov 03 23:56:06 +0000 2022,"@brithume Here's a thought: maybe if Republicans were part of a solution to end school shootings, you wouldn't have to worry about judges giving hugs to anyone.",Reply Tweet,,['@brithume'],"Fort Lauderdale, FL",,,,,,,,,United States,Broward County,Fort Lauderdale,Florida,,"Fort Lauderdale, Florida, United States",-80.14338,26.12231,1,0,0,0,https://twitter.com/twitter/status/1588319138094927873
1588319130481881088,Thu Nov 03 23:56:04 +0000 2022,"GOP nominee had role in Holocaust film that likened abortion, gun control to Nazism | The Times of Israel https://t.co/YXWZPmvxLo",Original Tweet,,,NY,,,,,,,,,United States,US,,New York,,"New York, United States",-75.4999,43.00035,0,0,0,0,https://twitter.com/twitter/status/1588319130481881088
1588319086827606016,Thu Nov 03 23:55:54 +0000 2022,@jbrich66 @davidhogg111 Per capita gun violence is worse in red states.,Reply Tweet,,"['@jbrich66', '@davidhogg111']",United States,,,,,,,,,United States,US,,,,United States,-98.5,39.76,1,0,1,0,https://twitter.com/twitter/status/1588319086827606016
1588319076979339264,Thu Nov 03 23:55:52 +0000 2022,"@Jim_Jordan He did talk about inflation and gas prices.Where were you on all of the above? 
GOP voted against Veterans
GOP voted against gun safety
GOP voted against voting rights
GOP voted against cheaper gas
GOP voted against child tax credits
GOP voted against fighting domestic terrorism",Reply Tweet,,['@Jim_Jordan'],"Fairfield, California",,,,,,,,,United States,Solano County,Fairfield,California,,"Fairfield, California, United States",-122.03997,38.24936,0,0,0,0,https://twitter.com/twitter/status/1588319076979339264
1588318979730604032,Thu Nov 03 23:55:28 +0000 2022,"@Dakota4Rayne @CalltoActivism The Truth like Democrats wanting OPEN Boarders, allowing Non US citizens to vote, limiting the 1st Amendment right of certain people and removal of the 2nd Amendment Rights for all along with Gun confiscation and of course MORE GOVERNMENT CONTROL....These Truths.",Reply Tweet,,"['@Dakota4Rayne', '@CalltoActivism']","Texas, USA",,,,,,,,,United States,US,,Texas,,"Texas, United States",-99.25061,31.25044,0,0,0,0,https://twitter.com/twitter/status/1588318979730604032
1588318938760462336,Thu Nov 03 23:55:19 +0000 2022,"@NikkiHaley Maybe if Republicans support making automatic and semiautomatic weapons illegal crime, especially mass shootings would go down. We lost 2 Bristol police officers to a deranged man who was able to purchase an automatic weapon. Put a limit on corporate profits to remedy inflation",Reply Tweet,,['@NikkiHaley'],CT,,,,,,,,,United States,US,,Connecticut,,"Connecticut, United States",-72.66648,41.66704,0,0,0,0,https://twitter.com/twitter/status/1588318938760462336
1588318895718506498,Thu Nov 03 23:55:08 +0000 2022,"We are proud to partner with @PghArtsLectures to host author/@washingtonpost reporter @JohnWoodrowCox Nov. 15 to discuss his book ""Children Under Fire"" and the ripple effects gun violence has on kids and families. RSVP to our FREE, in-person/virtual event. https://t.co/bggTShOmmu",Original Tweet,,"['@PghArtsLectures', '@washingtonpost', '@JohnWoodrowCox']","Pittsburgh, PA",,,,,,,,,United States,Allegheny County,Pittsburgh,Pennsylvania,,"Pittsburgh, Pennsylvania, United States",-79.99589,40.44062,0,0,0,0,https://twitter.com/twitter/status/1588318895718506498
1588318798826045440,Thu Nov 03 23:54:45 +0000 2022,"As a @MomsDemand volunteer, I voted for the winner of the NJ07 congressional district #GunSenseCandidate @Malinowski. And I have weekend plans to help GOTV in Union County. Make sure you vote for  #GunSafety too! https://t.co/Q9BerhnAeE",Original Tweet,"['#GunSenseCandidate', '#GunSafety']","['@MomsDemand', '@Malinowski']","New Jersey, USA",,,,,,,,,United States,US,,New Jersey,,"New Jersey, United States",-74.49987,40.16706,0,0,5,0,https://twitter.com/twitter/status/1588318798826045440
1588318793985507328,Thu Nov 03 23:54:44 +0000 2022,"Behind plans to help #Uvalde families, the latest on #baseball plans for #SanAntonio, why a long-time SA #educator is retiring, &amp; a way you can become an SA leader.
7pm @klrn On the Record @NISD @COSAGOV @ExpressNews @shariKLRN @GregJeffersonSA #teachers https://t.co/pgzAGYpqlY",Original Tweet,"['#Uvalde', '#baseball', '#SanAntonio', '#educator', '#teachers']","['@klrn', '@NISD', '@COSAGOV', '@ExpressNews', '@shariKLRN', '@GregJeffersonSA']","San Antonio, Texas",,,,,,,,,United States,Bexar County,San Antonio,Texas,,"San Antonio, Texas, United States",-98.49363,29.42412,0,1,5,1,https://twitter.com/twitter/status/1588318793985507328
1588318793553432576,Thu Nov 03 23:54:44 +0000 2022,@JustinJay87 @libsoftiktok I’m not sure we know whether this was a gay midnight hammer fight that escalated into gun violence or not,Reply Tweet,,"['@JustinJay87', '@libsoftiktok']","Kansas City, MO",,,,,,,,,United States,Jackson County,Kansas City,Missouri,,"Kansas City, Missouri, United States",-94.57857,39.09973,0,0,0,0,https://twitter.com/twitter/status/1588318793553432576
1588318767217782784,Thu Nov 03 23:54:38 +0000 2022,"@AaronKatersky 3rd times a charm for the NYPD 🙄, may god help us until we get our 2nd amendment rights back",Reply Tweet,,['@AaronKatersky'],"Broomfield, CO",,,,,,,,,United States,Broomfield County,Broomfield,Colorado,,"Broomfield, Colorado, United States",-105.08665,39.92054,0,0,0,0,https://twitter.com/twitter/status/1588318767217782784
1588318746883788801,Thu Nov 03 23:54:33 +0000 2022,"@FilipKatundSk 1/2 Student loan “forgiveness” is a farce.
Inflation is responsible for the uptick in SS.
I bet making prescription drugs “affordable” means higher taxes or forced gov’t healthcare cost. 
Murdering babies in the womb is morally repugnant.
Common sense GUN CONTROL is a…",Reply Tweet,,['@FilipKatundSk'],"Ohio, USA",,,,,,,,,United States,US,,Ohio,,"Ohio, United States",-83.00018,40.25034,1,0,0,0,https://twitter.com/twitter/status/1588318746883788801
1588318728995115008,Thu Nov 03 23:54:29 +0000 2022,@davidhogg111 You want to make a difference in gun violence? Do something about the democrats releasing violent offenders into our communities. Cause your stance of going after legal gun owners and the nra is a huge failure,Reply Tweet,,['@davidhogg111'],"Iowa, USA",,,,,,,,,United States,US,,Iowa,,"Iowa, United States",-93.50049,42.00027,0,0,0,0,https://twitter.com/twitter/status/1588318728995115008
1588318704999182336,Thu Nov 03 23:54:23 +0000 2022,@davidhogg111 Was there a ballot initiative against the NRA?,Reply Tweet,,['@davidhogg111'],"Baltimore, Maryland",,,,,,,,,United States,City of Baltimore,Baltimore,Maryland,,"Baltimore, Maryland, United States",-76.61219,39.29038,0,0,0,0,https://twitter.com/twitter/status/1588318704999182336
1588318676524347392,Thu Nov 03 23:54:16 +0000 2022,"@JUNlPER @AviMayer If an American does that. They ll be like ""beautiful. A classic American gun rights enjoyer"".",Reply Tweet,,"['@JUNlPER', '@AviMayer']","Seattle, WA",,,,,,,,,United States,King County,Seattle,Washington,,"Seattle, Washington, United States",-122.33207,47.60621,0,0,10,0,https://twitter.com/twitter/status/1588318676524347392
1588318579484680192,Thu Nov 03 23:53:53 +0000 2022,@MAJ_Madden @GalVitamin Exactly alot of states have passed open carry laws that require no training just an age requirement. Thats concerning,Reply Tweet,,"['@MAJ_Madden', '@GalVitamin']",USA,,,,,,,,,United States,US,,,,United States,-98.5,39.76,0,0,0,0,https://twitter.com/twitter/status/1588318579484680192
1588318575307108352,Thu Nov 03 23:53:52 +0000 2022,"@JustSayFred @Bartwerfs @CooperCogburn @MattWalshBlog Ok. Then if you want to ban abortions, to save lives, why not ban guns, to save lives?",Reply Tweet,,"['@JustSayFred', '@Bartwerfs', '@CooperCogburn', '@MattWalshBlog']",United States,,,,,,,,,United States,US,,,,United States,-98.5,39.76,2,1,0,0,https://twitter.com/twitter/status/1588318575307108352
1588318472949202944,Thu Nov 03 23:53:28 +0000 2022,@Unnoble_Savage @brianleeellis @michaeljknowles @NPR Yeah I don’t care I live in a state where are we have some of the strictest gun laws but the most relaxed abortion laws because that’s their right.,Reply Tweet,,"['@Unnoble_Savage', '@brianleeellis', '@michaeljknowles', '@NPR']","Willits, CA",,,,,,,,,United States,Mendocino County,Willits,California,,"Willits, California, United States",-123.35557,39.40961,1,0,0,0,https://twitter.com/twitter/status/1588318472949202944
1588318466083147776,Thu Nov 03 23:53:26 +0000 2022,@davidhogg111 Show me the gunman that worked for the NRA,Reply Tweet,,['@davidhogg111'],Gringo Manor ,,,,,,,,,United States,Westmoreland County,Manor,Pennsylvania,,"Manor, Pennsylvania, United States",-79.67004,40.33396,0,0,0,0,https://twitter.com/twitter/status/1588318466083147776
1588318413977714688,Thu Nov 03 23:53:14 +0000 2022,"@ecrberger @BMC_MacDaddy @Jupiter62214807 @TulsiGabbard The AR-15 suited the “violent short clashes at close ranges which are characteristic of guerrilla warfare in Vietnam,” ARPA reported, noting that this “extremely mobile type of offensive warfare” had placed a “high premium on small, lightweight weapons.”",Reply Tweet,,"['@ecrberger', '@BMC_MacDaddy', '@Jupiter62214807', '@TulsiGabbard']","Muncy, PA",,,,,,,,,United States,Lycoming County,Muncy,Pennsylvania,,"Muncy, Pennsylvania, United States",-76.78552,41.20564,0,0,0,0,https://twitter.com/twitter/status/1588318413977714688
1588318368171319296,Thu Nov 03 23:53:03 +0000 2022,@MuellerSheWrote why is a guy seeking to ban guns using war lingo?,Reply Tweet,,['@MuellerSheWrote'],"Texas, USA",,,,,,,,,United States,US,,Texas,,"Texas, United States",-99.25061,31.25044,0,0,0,0,https://twitter.com/twitter/status/1588318368171319296
1588318339960446976,Thu Nov 03 23:52:56 +0000 2022,@ColinCowherd So just forget about the school shootings ?,Reply Tweet,,['@ColinCowherd'],"Scottsdale, AZ",,,,city,Phoenix,"Phoenix, AZ",US,United States,United States,Maricopa County,Scottsdale,Arizona,,"Scottsdale, Arizona, United States",-111.89903,33.50921,0,0,0,0,https://twitter.com/twitter/status/1588318339960446976
1588318269559246849,Thu Nov 03 23:52:39 +0000 2022,"Vote to save:  Women’s Reproductive Rights, LBGQ Rights, Voting Rights, Remove Assault Weapons,  Maintain our Social Security and Save Democracy!  #VoteBlueIn22",Original Tweet,['#VoteBlueIn22'],,"New Jersey, USA",,,,,,,,,United States,US,,New Jersey,,"New Jersey, United States",-74.49987,40.16706,1,0,1,1,https://twitter.com/twitter/status/1588318269559246849
1588318177628491782,Thu Nov 03 23:52:17 +0000 2022,@RepMTG So now you’re blaming President Biden for Criminals actions when you are the one who Voted against Gun legislation &amp; Assault Weapons Ban MTG you are delusional and certainly Shouldn’t be a  State of Georgia Representative in Congress https://t.co/F6qKKK2fsi,Reply Tweet,,['@RepMTG'],"Conyers, GA",,,,,,,,,United States,Rockdale County,Conyers,Georgia,,"Conyers, Georgia, United States",-84.01769,33.66761,0,0,1,0,https://twitter.com/twitter/status/1588318177628491782
1588318170858889218,Thu Nov 03 23:52:16 +0000 2022,This antisemitic stuff with celebrities and athletes recently in the news is very suspicious. Just like the mass shootings comes in waves so does the antisemitic accusations. The patterns should be noted and considered.,Original Tweet,,,"Tennessee, USA",,,,,,,,,United States,US,,Tennessee,,"Tennessee, United States",-86.25027,35.75035,3,1,31,4,https://twitter.com/twitter/status/1588318170858889218
1588318158640644097,Thu Nov 03 23:52:13 +0000 2022,"@GiffordsCourage By gun safety legislation, you mean banning and prohibiting law-abiding Americans from owning firearms. Got it.",Reply Tweet,,['@GiffordsCourage'],U.S.A.,,,,,,,,,United States,US,,,,United States,-98.5,39.76,1,0,18,1,https://twitter.com/twitter/status/1588318158640644097
1588318104756441088,Thu Nov 03 23:52:00 +0000 2022,@TulsiGabbard You are delusional. So many mass shootings are carried out by people who bought guns legally.,Reply Tweet,,['@TulsiGabbard'],"Salt Lake City, Utah",,,,,,,,,United States,Salt Lake County,Salt Lake City,Utah,,"Salt Lake City, Utah, United States",-111.89105,40.76078,0,0,0,0,https://twitter.com/twitter/status/1588318104756441088
1588318072871751681,Thu Nov 03 23:51:52 +0000 2022,@prince6_LFC @JoeBiden Gun free zones are dangerous. You honestly think criminals care about gun laws. What stops a bad guy with a gun ? It’s a good guy with a gun.,Reply Tweet,,"['@prince6_LFC', '@JoeBiden']","Fallston, MD",,,,,,,,,United States,Harford County,Fallston,Maryland,,"Fallston, Maryland, United States",-76.41107,39.51455,0,0,0,0,https://twitter.com/twitter/status/1588318072871751681
1588318031754641408,Thu Nov 03 23:51:42 +0000 2022,"@ecrberger @BMC_MacDaddy @Jupiter62214807 @TulsiGabbard “In 1957, the Army approached Armalite to produce a six-pound, high-velocity rifle, firing in semi- and full-automatic modes, with firepower capable “of penetrating a steel helmet or standard body armor at 500 yards.” His answer to the Army’s request was the AR-15.”",Reply Tweet,,"['@ecrberger', '@BMC_MacDaddy', '@Jupiter62214807', '@TulsiGabbard']","Muncy, PA",,,,,,,,,United States,Lycoming County,Muncy,Pennsylvania,,"Muncy, Pennsylvania, United States",-76.78552,41.20564,1,0,0,0,https://twitter.com/twitter/status/1588318031754641408
1588318019184463872,Thu Nov 03 23:51:39 +0000 2022,@NRA @FBINewark You pieces of shit is what got is here. Sit down and shut the fuck up.,Reply Tweet,,"['@NRA', '@FBINewark']","Barre, MA",,,,,,,,,United States,Worcester County,Barre,Massachusetts,,"Barre, Massachusetts, United States",-72.10508,42.42287,2,0,6,0,https://twitter.com/twitter/status/1588318019184463872
1588317896446341122,Thu Nov 03 23:51:10 +0000 2022,@prince6_LFC @JoeBiden He’s not going to ban guns. Have a safe trip!,Reply Tweet,,"['@prince6_LFC', '@JoeBiden']","South Bay, CA",,,,,,,,,United States,San Mateo County,Half Moon Bay,California,,"Half Moon Bay, California, United States",-122.42859,37.46355,0,0,0,0,https://twitter.com/twitter/status/1588317896446341122
1588317821569990656,Thu Nov 03 23:50:52 +0000 2022,"@JJFyzz @FreedomFritesUS @KISSaholic4life @davidhogg111 @NRA Gunfire is autocorrect for gun free, in any case, it's the same thing. Nothing says ""everyone has been disarmed for your convenience, enjoy the slaughter, like a gun free zone sign.",Reply Tweet,,"['@JJFyzz', '@FreedomFritesUS', '@KISSaholic4life', '@davidhogg111', '@NRA']","Texas, USA",,,,,,,,,United States,US,,Texas,,"Texas, United States",-99.25061,31.25044,0,0,0,0,https://twitter.com/twitter/status/1588317821569990656
1588317765072351233,Thu Nov 03 23:50:39 +0000 2022,@johnrackham82 🔨 Defend the 2nd Amendment 🔨,Reply Tweet,,['@johnrackham82'],"Arizona, USA",,,,,,,,,United States,US,,Arizona,,"Arizona, United States",-111.50098,34.5003,0,0,6,0,https://twitter.com/twitter/status/1588317765072351233
1588317740850610176,Thu Nov 03 23:50:33 +0000 2022,"(6) “Families in #Uvalde till this day are calling for transparency and accountability of the law enforcement, and for system to change,” says Dr. Martinez. #UHCLASSPanos",Reply Tweet,"['#Uvalde', '#UHCLASSPanos']",,"Houston, TX",,,,city,Houston,"Houston, TX",US,United States,United States,Harris County,Houston,Texas,,"Houston, Texas, United States",-95.36327,29.76328,1,0,0,0,https://twitter.com/twitter/status/1588317740850610176
1588317640761970689,Thu Nov 03 23:50:09 +0000 2022,"@B_boytm @Dayno1976 @GrahamAllen_1 They had pistols, knives, bats, pepper spray, flag poles, pipes, pipe bombs, AR-15. Trump yelled to ""turn off the MAGS"" security told him no they are armed. Trump replied back ""idc they ain't here for me they won't harm me let my people in""",Reply Tweet,,"['@B_boytm', '@Dayno1976', '@GrahamAllen_1']","Springfield, PA",,,,,,,,,United States,Delaware County,Springfield,Pennsylvania,,"Springfield, Pennsylvania, United States",-75.32019,39.93067,1,0,0,0,https://twitter.com/twitter/status/1588317640761970689
1588317547115339777,Thu Nov 03 23:49:47 +0000 2022,"@TulsiGabbard @Simplybec81 Gun control is rooted in racism. Dems don’t like hearing that, though.",Reply Tweet,,"['@TulsiGabbard', '@Simplybec81']","Phoenix, AZ",,,,,,,,,United States,Maricopa County,Phoenix,Arizona,,"Phoenix, Arizona, United States",-112.07404,33.44838,2,0,10,1,https://twitter.com/twitter/status/1588317547115339777
1588317536050810880,Thu Nov 03 23:49:44 +0000 2022,"@FBINewark So can you inform state leaders its okay for these folks to defend themselves without state interfering with their 2nd amendment rights,",Reply Tweet,,['@FBINewark'],"Arkansas, USA",,,,,,,,,United States,US,,Arkansas,,"Arkansas, United States",-92.50044,34.75037,0,0,0,0,https://twitter.com/twitter/status/1588317536050810880
1588317531105738752,Thu Nov 03 23:49:43 +0000 2022,@NRA Vote Blue! https://t.co/xv4YHes7lF,Reply Tweet,,['@NRA'],"Florida, USA",,,,,,,,,United States,US,,Florida,,"Florida, United States",-82.5001,28.75054,11,0,7,0,https://twitter.com/twitter/status/1588317531105738752
1588317414848024576,Thu Nov 03 23:49:15 +0000 2022,"@DrDigiPol When you are not serious about any kind of violence you are not serious about crime. When you’re glib about gun rights without any responsibilities you are not serious about life, liberty or the pursuit of happiness. #ProtectOurFreedoms #MAGACrimeWave",Reply Tweet,"['#ProtectOurFreedoms', '#MAGACrimeWave']",['@DrDigiPol'],🌻🌾Kansas🌾🌻,,,,,,,,,United States,Jackson County,Kansas City,Missouri,,"Kansas City, Missouri, United States",-94.57857,39.09973,0,0,5,4,https://twitter.com/twitter/status/1588317414848024576
1588317400918900737,Thu Nov 03 23:49:12 +0000 2022,".@MaxwellFrostFL, nominee for U.S. Congress for #Florida: ""Bipartisan support shouldn't just mean what the NRA is for. It should mean what the people want. What we know is that people want to end this senseless violence."" #TheReidOut https://t.co/DBf7XizKjm",Original Tweet,"['#Florida', '#TheReidOut']",['@MaxwellFrostFL'],"Washington, D.C.",,,,,,,,,United States,US,,"Washington, D.C.",,"Washington, D.C., United States",-77.00025,38.91706,11,4,164,69,https://twitter.com/twitter/status/1588317400918900737
1588317400357011456,Thu Nov 03 23:49:12 +0000 2022,"Lying, Cheating Bill Clinton Is Back Pushing Another Assault Weapons Ban https://t.co/RALMboqJYN via @YouTube",Original Tweet,,['@YouTube'],"Courtland, Va",,,,,,,,,United States,Southampton County,Courtland,Virginia,,"Courtland, Virginia, United States",-77.06802,36.71626,0,0,0,0,https://twitter.com/twitter/status/1588317400357011456
